referencia,ano_foto,descripcion,url_ficha,url_imagen_resultado
1645,1946 - 1947,"María Pilar Vesga Echaide, Cantinera de la Tamborrada en las ediciones de 1946...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1645,https://www.irun.org/fototeca/fcruzpe1/1645.jpg
1648,1946 - 1946,"Teresa Larraza, cantinera de la Compañía Anaka del Alarde (1946)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1648,https://www.irun.org/fototeca/fcruzpe1/1648.jpg
1649,1946 - 1946,"Pepita Silván, Cantinera de la Compañía Buenos Amigos del Alarde (1946)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1649,https://www.irun.org/fototeca/fcruzpe1/1649.jpg
1651,1945 - 1946,"Carmen Rubert Arocena, cantinera de la Banda de Música del Alarde de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1651,https://www.irun.org/fototeca/fcruzpe1/1651.jpg
1652,1948 - 1948,"Integrantes y Cantinera de la Tamborrada, María Luisa Muñoz, en la plaza San...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1652,https://www.irun.org/fototeca/fcruzpe1/1652.jpg
1656,1946 - 1946,"Eloína Sanz Marcos, Cantinera de la Compañía Mendelu del Alarde de Hondarribia ...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1656,https://www.irun.org/fototeca/fcruzpe1/1656.jpg
1657,1946 - 1946,"Mercedes Alza, Cantinera de la Compañía Ama Guadalupekoa del Alarde de...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1657,https://www.irun.org/fototeca/fcruzpe1/1657.jpg
1658,-,Lizarralde. Cantinera del Alarde. Foto Kruz,https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1658,https://www.irun.org/fototeca/fcruzpe1/1658.jpg
1659,1949 - 1949,"Josefa Múgica, Cantinera de la Compañía Bidasoa del Alarde (1949)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1659,https://www.irun.org/fototeca/fcruzpe1/1659.jpg
1661,1949 - 1949,"María Cruz Rebollo, cantinera de la Compañía Anaka del Alarde (1949)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1661,https://www.irun.org/fototeca/fcruzpe1/1661.jpg
1662,1949 - 1949,"Conchita Vázquez, Cantinera de la Compañía Santiago del Alarde (1949)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1662,https://www.irun.org/fototeca/fcruzpe1/1662.jpg
1663,1949 - 1949,"Esperanza Pérez, Cantinera de la Compañía San Miguel del Alarde (1949)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1663,https://www.irun.org/fototeca/fcruzpe1/1663.jpg
1664,1949 - 1949,"Manuela Estomba, Cantinera de la Compañía Meaka del Alarde (1949)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1664,https://www.irun.org/fototeca/fcruzpe1/1664.jpg
1665,1949 - 1949,"Manuela Estomba, Cantinera de la Compañía Meaka del Alarde (1949)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1665,https://www.irun.org/fototeca/fcruzpe1/1665.jpg
1666,1949 - 1949,"Gloria Navarro, Cantinera de la Compañía Uranzu del Alarde (1949)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1666,https://www.irun.org/fototeca/fcruzpe1/1666.jpg
1667,1949 - 1949,"María Carmen Alzaga, Cantinera de la Compañía Buenos Amigos del Alarde (1949)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1667,https://www.irun.org/fototeca/fcruzpe1/1667.jpg
1668,1949 - 1949,"Ramona Azanza, Cantinera de la Compañía Olaberria del Alarde (1949)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1668,https://www.irun.org/fototeca/fcruzpe1/1668.jpg
1669,1949 - 1949,"Juana Iguiñiz, Cantinera de la Batería de Artillería del Alarde de Irun (1949)",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1669,https://www.irun.org/fototeca/fcruzpe1/1669.jpg
1671,-,Cantinera y miembros de la Escolta de Caballería del Alarde de San Marcial....,https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1671,https://www.irun.org/fototeca/fcruzpe1/1671.jpg
1672,-,Cantinera y miembros de la Escolta de Caballería del Alarde durante la...,https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1672,https://www.irun.org/fototeca/fcruzpe1/1672.jpg
1675,1950 - 1950,"Integrantes de la escolta de Caballería del Alarde y su cantinera, Ana María...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1675,https://www.irun.org/fototeca/fcruzpe1/1675.jpg
1682,1957 - 1957,"María Antonia Olasagasti, cantinera de la Compañía Ventas del Alarde en 1957",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1682,https://www.irun.org/fototeca/fcruzpe1/1682.jpg
1683,1957 - 1957,"Mercedes Larrañaga, cantinera de Caballería del Alarde de Irun en 1957",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1683,https://www.irun.org/fototeca/fcruzpe1/1683.jpg
1684,1957 - 1957,"Mercedes Larrañaga, cantinera de Caballería del Alarde de Irun en 1957",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1684,https://www.irun.org/fototeca/fcruzpe1/1684.jpg
1685,1957 - 1957,"Teresa Alapont, Cantinera de la Tamborrada del Alarde de Irun en 1957",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1685,https://www.irun.org/fototeca/fcruzpe1/1685.jpg
1686,1957 - 1957,"Teresa Alapont, Cantinera de la Tamborrada del Alarde de Irun en 1957",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1686,https://www.irun.org/fototeca/fcruzpe1/1686.jpg
1687,1957 - 1957,"Begoña Olazabal Marcilla, cantinera de la Compañía Real Unión del Alarde en...",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1687,https://www.irun.org/fototeca/fcruzpe1/1687.jpg
1688,1957 - 1957,"Begoña Olazabal Marcilla, cantinera de la Compañía Real Unión del Alarde en 1957",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1688,https://www.irun.org/fototeca/fcruzpe1/1688.jpg
1689,1957 - 1957,"Carmen Cruz, cantinera de la Compañía Lapice del Alarde en 1957",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1689,https://www.irun.org/fototeca/fcruzpe1/1689.jpg
1690,1957 - 1957,"Luisa Aguirreche Arana, cantinera de la Compañía Meaka del Alarde en 1957",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1690,https://www.irun.org/fototeca/fcruzpe1/1690.jpg
1691,1957 - 1957,"Elena Lete, Cantinera de la Compañía Behobia del Alarde en 1957",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1691,https://www.irun.org/fototeca/fcruzpe1/1691.jpg
1692,1957 - 1957,"Lola Azurza, cantinera de la Compañía Santiago del Alarde en 1957",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1692,https://www.irun.org/fototeca/fcruzpe1/1692.jpg
1693,1957 - 1957,"Lola Azurza, cantinera de la Compañía Santiago del Alarde en 1957",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1693,https://www.irun.org/fototeca/fcruzpe1/1693.jpg
1694,1957 - 1957,"Julia Domínguez, cantinera de la Compañía Renfe del Alarde de Irun en 1957",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1694,https://www.irun.org/fototeca/fcruzpe1/1694.jpg
1695,1957 - 1957,"Julia Domínguez, cantinera de la Compañía Renfe del Alarde de Irun en 1957",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1695,https://www.irun.org/fototeca/fcruzpe1/1695.jpg
1696,-,Ibarrola. Cantinera de la Banda de Música del Alarde. Foto Kruz,https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1696,https://www.irun.org/fototeca/fcruzpe1/1696.jpg
1697,1957 - 1957,"Ana María Beasain, cantinera de la Compañía Ama Shantalen del Alarde en 1957",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1697,https://www.irun.org/fototeca/fcruzpe1/1697.jpg
1698,1957 - 1957,"Teresa Funez Pedrós, cantinera de la Banda de Música del Alarde de Irun en 1957",https://www.irun.org/archivo/fototeca_ficha.asp?texto=cantinera&ref=&ano=&offset=&referencia=1698,https://www.irun.org/fototeca/fcruzpe1/1698.jpg
