Publicacion,Fecha / numero,Articulo o pasaje,Temas,Uso,Localizacion / fuente,Extracto
Bidasoan - PH IRUN 0002,1997-06-01,¡Viva San Pedro y San Marcial!,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-01 - Bidasoan - PH IRUN 0002.pdf,"Contagiem os a nuestros visitan tes de ese m ism o entusiasm o y g u arde­ m os tam bién un espacio para aquellos que, p o r los m o tivo s que sean, nos estarán entre nosotros. ¡Viva San Pedro y San Marcial! El A lcalde"
Bidasoan - PH IRUN 0002,1997-06-01,CARTAS AL DIRECTOR,"cantineras, mandos, companias",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-01 - Bidasoan - PH IRUN 0002.pdf,"C todavía sonaba el Olentzero y ya estamos oyendo la Marcha y el Teiro. Hace unos días tomando unos potes me encontré con el amigo Viedma y me hizo la observación de que empezaba a oler a pólvora y había que preparar el consiguiente artículo para el BIDASOAN, cuando al tiempo encontré un hueco libre y me puse manos a la obra. Me di cuenta que la cosa había cambiado sustancialmente, ya que los comentarios de la calle no tenían nada que ver con los posibles chanchullos para la elección de cantineras, los relevos de los mandos, etc., sino que lo que se palpa en el ambiente es si nuestro Alarde se va a celebrar o no, triste pero real, y lo que má"
Bidasoan - PH IRUN 0002,1997-06-01,LA VENGANZA “No serás cantinera”,"cantineras, mandos, companias",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-01 - Bidasoan - PH IRUN 0002.pdf,"LA VENGANZA “No serás cantinera” na vez más he apostado por hacer realidad una ilusión que, acariciada en demasiadas ocasiones, renovaba cada año mi interés por vivir la expe­ U riencia y el honor de ver cómo alguien de mi familia era nombrada Cantinera del barrio donde vivimos hace, al menos, 32 años, la edad que yo tengo. No es la primera vez que este deseo se ve frustado pero a diferencia de años anteriores, en esta ocasión se ha utilizado el desprestigio y la calumnia para destrozar la imagen de una joven de 22 años, esta vez mi hermana, que ha conocido el desprecio de un grupo de hombres cegados por los fantas­ mas de sus interesadas “co"
Bidasoan - PH IRUN 0002,1997-06-01,14 Relación de mandos y cantineras del Alarde de San Marcial del año 1997 52,"cantineras, mandos, companias",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-01 - Bidasoan - PH IRUN 0002.pdf,"Programa de Actividades de las Fiestas de Sen Marcial 1997 Archivo Fotográfico de Josa Mari Castillo 6 Galena para el Recuerdo 14 Relación de mandos y cantineras del Alarde de San Marcial del año 1997 52 j c Cantinera f£ Ruizj 56 Bidasoako [J M S ! Bertso Zaharrak Víspera del Alarde Latidos Iruneses ÍJ. Arteche] 51 4n Impresiones ‘Sanmarcialeras’ [Guadalupe! 89 ¡LBarrioUranzu! de Bidasoa ijn Desde San Marcial 90 [G.Dormilones Serrano! ¿Vagos? Madrugadores, ¿Activos? Pues...No José Mari Alustiza, 50 años de capitán 21 [La Compañía Uranzu] 92 ¡A.Maldición de Ibarrola! 22 Javier Altune Eguiazabal [A. Peluega] 93 Curiosidades Históricas de Irún ["
Bidasoan - PH IRUN 0002,1997-06-01,"m uer en el Alarde de San Marcial, que desde siempre ha sido, es y será fundamental","mandos, companias, ritual",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-01 - Bidasoan - PH IRUN 0002.pdf,"Bidasoan Portada EDITA: Tompes, S. L. Apartado, 70. 2030Ü Irún. La imagen cedida por nuestra colaborador Fermín Berrouet que decora la portada de IMPRIME: Gráficas TXURI-URDIÑ, S.A. esta revista supone, ademas de su belleza estética, un apoyo a la participación de la m uer en el Alarde de San Marcial, que desde siempre ha sido, es y será fundamental DIRIGE: Andrés Viedma Urretabizkaia. en a fiesta. COORDINA: Juan Ignacio Viedma. TOMPES, S. L., NO SE HACE RESPONDABLE DE LAS OPINIONES VERTIDAS EN LOS ARTICULOS QUE SE PUBLICAN REALIZA: losu Noain. EN LA REVISTA QUE EDITA: “BIDASOAN”, LA RESPONSABILIDAD CORRE A CARGO EXCLUSIVAMENTE DE SU AUTOR. P"
Bidasoan - PH IRUN 0002,1997-06-01,"NACIONAL SAN MARCIAL DE JUDO, organizado por el Judo TEKO JUDO TXAPELKETA ¡zango da, Maki-Wara Judo Klubak",companias,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-01 - Bidasoan - PH IRUN 0002.pdf,"0 7 :0 0 horas: De la Plaza de San Juan salida de la MARCHA REGU­ 07:00etan: MENOIKO MARTXA ARAUTUA irtengo da San Juan LADA DE MONTAÑA, organizada por Montañeros Iruneses. plazatik, Irungo Mendizaleak antolatuta. 0 8 :0 0 horas: En el Polideportivo Municipal XXIV TORNEO INTER­ 08:00etan: Udal Kiroldegian SAN MARTZIALEKO XXIV NAZIOAR- NACIONAL SAN MARCIAL DE JUDO, organizado por el Judo TEKO JUDO TXAPELKETA ¡zango da, Maki-Wara Judo Klubak Club Maki-Wara. antolatuta. 0 8 :0 0 horas: Desde el frontón Uranzu, salida de la prueba ciclo- 08:00etan: PEDAL EGUNEKO proba zikioturista irtengo da Uranzu turista DÍA DEL PEDAL, organizado por el Club Ci"
Egunkaria,1997-06-19,Aldekoek. Usté dute Alarde tradi- Alardea kultur ondarearen,"mandos, companias",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-19 - Egunkaria.pdf,"tzeak ez da harritzekoa, «Tolosa- dugu gure nortasunaren oso par- ek Irungo Udalaren akordio bat Hondarribikoa ez dago inpugna- Hondarribiko Betiko Alardearen rrak oso inauterizaleak baitira». te garrantzitsua ezabatzeko inte- dagoela gogorarazi zuten, Alar- tua. Aldekoek. Usté dute Alarde tradi- Alardea kultur ondarearen parte res politiko ilunak daudela». dearen arauak ez aldatzeko epai Hondarribiko Udalak joan den zionalaren aldekoek «klixe dela diote, eta ez nolanahikoa: progre tinkoa dagoen bitartean. Honda- astean egindako plenoan gaia bat» jasaten ari direla, eta kazeta- «Gure arbasoen garaitze eta heroi- Irungo mandoen erabakia • Bes-"
Egunkaria,1997-06-19,"Descargak Osasuna Prome- jokaiari izango heldu den denbo- déla eta, minutu gehiago ditn",ritual,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-19 - Egunkaria.pdf,"berean, Costanilla, Txiki, Puñal Taugres Baskoniako Teamsystem Bolonia edo Parisko bakarrik jokatzen dutela». HoÚ dri eta Coco. Bost jokalariok ez eta Descargak Osasuna Prome- jokaiari izango heldu den denbo- déla eta, minutu gehiago ditn Racingekin fitxatzea ziren bere dira alde eginen duten baka- sasen jokatzeko baimena iza- raldian. Reyesek nahiago izan du aukerak. Azkenean, esan bezala ziurtatuta."
Egunkaria,1997-06-20,! rungo Alardearen lege egoera San Martzial eguna baino,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-20 - Egunkaria.pdf,"bista irekia izango da ! rungo Alardearen lege egoera San Martzial eguna baino lehen argi liteke azkenean. Gaur EAEko Justizia Auzitegi Nagusian bista irekia izango dute auzian inplikatutako aldeek,"
Egunkaria,1997-06-20,"Alardearen arautegia da auzitara Epaia San Martzial eguna (ekai- nez, ez dirudi arauen behin-",companias,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-20 - Egunkaria.pdf,"egingo zutela. Irungo Udalak onartutako aste hauetan azkartu den arte. tegiak, eta Bidasoaldeko Emaku- tuak. Udalaren jarrerari dagokio- meek errekurtsoa aurkeztu Bitartean, aldiz, iazk alkateak Alardearen arautegia da auzitara Epaia San Martzial eguna (ekai- nez, ez dirudi arauen behin- emakumeek. Al- nak 30) baino lehen espero zen, zuten. Errekurtso horren trami- emandako arauak indarrean behineko eraman zutena suspentsioarekin"
Egunkaria,1997-06-21,"San martzial baino lehen izango da epaia, baina errekurtsoak iragarriak daude rekin. Hori déla eta, lehiake-",Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-21 - Egunkaria.pdf,"ez dator bat kode penalak intsumisioari buruz dioena- San martzial baino lehen izango da epaia, baina errekurtsoak iragarriak daude rekin. Hori déla eta, lehiake- taren oinarriak eta haien idazketa errekurritu egin di-"
Egunkaria,1997-06-21,"gelditu zen, eta San Martzial erabakia baino lehen zeuden mo- har dituztela gaineratu zuen. EAEko Ju",Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-21 - Egunkaria.pdf,"zia epailearen ebazpenaren zain Auzitegiak gauzak Udalaren bermatzeko neurriak hartu be- zen bezainbeste ez atzeratzea, beharra dagoela. Horrek, gelditu zen, eta San Martzial erabakia baino lehen zeuden mo- har dituztela gaineratu zuen. EAEko Justizia Administrazioko lanbide heziketak dituen joe- eguna baino lehen jakingo da. duan uztea. Izan ere, fiskalaren Ana Jauregi IBAAko aboka- langileen greba bukatu ondoren ra berrietara egokitzeko iriz-"
Egunkaria,1997-06-21,Arau hori otsailean salatu zu- HILAREN 30ean San Martzial egunean ospatuko den Alardea aldekoa ez ba,companias,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-21 - Egunkaria.pdf,"tero moduan irten. ebazpen definitibo hori beraien moak ezartzearen alde agertu Arau hori otsailean salatu zu- HILAREN 30ean San Martzial egunean ospatuko den Alardea aldekoa ez balitz auzibide guztiak ziren Hezkuntza plana prak- ten Bidasoaldeko Emakumeek déla eta, tikan behar bezala jartzen ari Irungo herritarrak, «talde batean zein bestean daude- agortuko lituzketela iragarri EAEko oina- nak», urduri daudela adierazi zuen atzo Elena Etxegoien ote den zaintzeko."
Egunkaria,1997-06-21,"• Mikel Markez. San Juan ermitan,",ritual,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-21 - Egunkaria.pdf,"■ A.malloa genuen, Salamancara abiatuz gero. 7,- I3HTB Taldea: Oskorri & Pub Ibiltaria. Lekua: Bilboko Kafe Antzokia. Eguna: Ekainaren 19a. Jende kopurua: 600 Baserritar munduaren harrotasuna, Base- • Mikel Markez. San Juan ermitan, pertsona. Iraupena: 100 minutu. rritarrak piezan. 8.-Txaloak ñola egin ondo 23:00etan."
Egunkaria,1997-06-21,"txistularien dianarekin eta etxa- lore sorta... antzinako ohitura hasiko da. Gaiteroek, dituzte drag",musica,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-21 - Egunkaria.pdf,"antolatutako Txokolatadarekin daitezen animatu nahi tzat! San Joan bezperako ekitaldiak te ona emango digun San Joan joan txistularien dianarekin eta etxa- lore sorta... antzinako ohitura hasiko da. Gaiteroek, dituzte dragoiaren txuletak das- konpar- feroekin hasiko dira. Arratsalde- bat berreskuratzeko eta ondo tsek, bandak, txarangak eta ber- tatuko dituzten 500 lagunak. ARAÍITXA EGOSKOZABAL"
Egunkaria,1997-06-24,"falta dirá San Martzial eguna ospatzeko, bai-",Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-24 - Egunkaria.pdf,"bak, 18 urte bete ditu. Oraindik zortzi egun KOLDO AMEZKETA hutsa baino ez da. laz hezkuntza sailak ordez- falta dirá San Martzial eguna ospatzeko, bai- Nafarroako EAko koen zerrendak eguneratzea erabaki zuenean, hala ere, arropa guztiak prest dauzka bere lehendakaria"
Egunkaria,1997-06-24,argi zegoen bera- 3. Diana Rast (Suitza) 1.47ra Emakumeen Biran • Igandean,musica,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-24 - Egunkaria.pdf,"Hego Afrikak porrot galanta tiak ondú zituen, eta proba amai- 2. Alessandra Capelotto (Italia) I.2 lera Hupfernagel alemaniarra nagusi jasan zuen Cap-en Erresuma tu aurretik ere, Suitzako Itzulia argi zegoen bera- 3. Diana Rast (Suitza) 1.47ra Emakumeen Biran • Igandean Batuko Lions selekzioaren rentzat izango zela garaipena. Etapa 4. Valeria Capelotto (Italia) 2.28ra amaitu zen Emakumeen Biraren 5. S. Párente (Italia) 3.58ra"
Egunkaria,1997-06-24,iritsi ermita aurrean 13:00etan,ritual,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-24 - Egunkaria.pdf,"da bueltaka, dut lortu txa- Horrek du Albaltzisketa: Larraltzeko riarentzat ez une egokian eta ez rioarena... ez esan da» iritsi ermita aurrean 13:00etan txapelketa. «Zeregin ugari pelketara joatea konbentzitzea. nahi hurrengo Bizkaiko txapel- dauzkat azken aldi honetan, Ez nuen ezetz esan nahi, baina ketara joango ez naizenik». X Zehazteke nortzukkantatuko duten"
Egunkaria,1997-06-25,egingo lirateke alarde tradizlonalaren,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-25 - Egunkaria.pdf,"poz gain- dea, eta emakumeek parte hartzeko handiarekin hartu dute erabakia, eta kon- ditu ere egingo lirateke alarde tradizlonalaren ■ Bizkaiko Diputazioak eskubidea dutela erabaki du EAEko Auzi- painia sortzea posible déla usté dute. aldekoek azaldutako eragozpenak. Uda-"
Egunkaria,1997-06-25,du bat errekurritu zuten. Alarde-,companias,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-25 - Egunkaria.pdf,BIDASOALDEKO EMAKUMEEK Irungo Alkateak emandako agin- du bat errekurritu zuten. Alarde- aren udal araudian desfilean
Egunkaria,1997-06-25,"tan ukitzea. usté dute emakumeek. Beren iri- behinekoak dirá, eta dato- behinik behin. San Martzial ",companias,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-25 - Egunkaria.pdf,"eta baliteke Alardearen gaia ber- Konpainia sortzea posible déla ren erabaki guztiak behin- Udalak izendatu ahal izango ditu Epaitegien erabakiak onartze- tan ukitzea. usté dute emakumeek. Beren iri- behinekoak dirá, eta dato- behinik behin. San Martzial ko prest azaldu ziren berriz IBA- Atzo emandako autoa hamar tziz, Konpainia propioarekin rren asteleheneko Alarde- Akoak joan den ostiralean Bilbon igaro ondoren desegin litekeela folio luze da, eta ez da interpre- gainditu egingo lirateke Alarde rako (San Martziak eguna, ere ohartarazten du, konpainia Auzitegiko salan egindako bista tatzen erraza. Bidasoaldeko tradizionalaren aldekoek azaldu"
Egunkaria,1997-06-25,"tan, Alarde tradizionala defendi-",Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-25 - Egunkaria.pdf,"Denontzat taldearen iritziz, Alar- egindako bilere- Bakartxo Arrizabalaga taldeko hasieran. derik ezin uka lezakeela dea emakumeei irekitzeko unea tan, Alarde tradizionala defendi- partaideak. Arrizabalagak adie- Auzitegi Nagusiaren autoak dio, adibidez, autoak. «Ha- da izan dute, emakume soídadu- da hau. Integrazioaren aldeko"
Egunkaria,1997-06-28,"artilleriaren ondoren eta Horrez gain, Betiko Alardearen ez udal organoa, eta atzoko bile- adierazi ",companias,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-28 - Egunkaria.pdf,"da. ■tengo joan beharko dute emaku- pen faltsua koa. Hori beste junta bat da, gara jeneralak atzo Irun Irratian biliko den ala ez: kale istiluak artilleriaren ondoren eta Horrez gain, Betiko Alardearen ez udal organoa, eta atzoko bile- adierazi zuenez, «ez zieten berri- aurreikus daitezkeenean Aldekoek Alardeko Juntako par- deitu». Juntatik kanpo, Jaiak aurretik. Toki ran konpainietako buruzagiek ro legeak baimentzen duen neu- horri «ohorezko» deritzo alkateak, taideen dimisioa eskatu dute. erabaki behar zuten zer egin: Guztiontzat saiatu zen kapi- rria da hori. Prensa bulegotik baina ez dirudi Bidasoaldeko Dimisio horren inguruan gauzak emak"
Egunkaria,1997-06-28,"CABALLERO, Atxuri, Diputazioko suhiltzaileak 942.28.00",Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-28 - Egunkaria.pdf,"MiarrHzeko aireportua 59.23.90.66 Easo Taxiak 13. CADARSO. 46.66.76 CABALLERO, Atxuri, Diputazioko suhiltzaileak 942.28.00 SNCFko trenbideak 59.55.50.50 Santa Clara Taxiak 46.64.55 Zabalbide (Basurto). CEBREIRO, Colon Bilboko suhiltzaileak 423.30.00 Laborantza Ganbara 59.29.50.43"
Egunkaria,1997-06-28,"Dianaren ostean, Barañaingo nahi dutenek lan zaila izango rriko hainbat taldek dantzen",musica,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-28 - Egunkaria.pdf,"ten.. Leñen esan dugu Barañainen alaituko dituzte. Beraz, lo egin Ezkien plazan. Bestetik, Iruñe- Dianaren ostean, Barañaingo nahi dutenek lan zaila izango rriko hainbat taldek dantzen gaitariak eta txistulariak. gaurko protagonista nagusiak 21:30: Euskal dantzak."
Egunkaria,1997-06-29,• Bertsolariak. Larraitzeko ermita au- •,ritual,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-29 - Egunkaria.pdf,"Lola Garridoren • argazki erakusketa ‘Semblante andaluz’ ikuskizun folklo- • Bertsolariak. Larraitzeko ermita au- • San Telmo museoan, uztailaren 6ra rrean, 13:00etan. rikoa Manuel Lekuona kultur etxean,"
Egunkaria,1997-06-29,zenbait alemaniarrek San Martzial konkis- zarataz:,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-29 - Egunkaria.pdf,"tioa hausteko nafarrek, frantziarrek eta egingo. gogoz Donald ahateak ahotik botatzen zuen ikusten ditu Indalezioren istorioak. oso nabaria da. Etsenplu gisa, hauxe; zenbait alemaniarrek San Martzial konkis- zarataz: «ñghuhuu muiiiisdeeswitt...». Ñire amak, berriz, ez daki ñor den ñire amak, sukaldean edozein gauza tatu zuten. Gipuzkoarrek, ordea, mendia Ez zuen inork ulertzen, mezua onar- Bugs Bunny. Ez daki ñor den Korreka- egiten ari déla, barre egiten du entzu- tuta eta irentsita mínos koiotea. Ikus-entzumena gara- erabiliz Fernando eta harén"
Egunkaria,1997-06-29,"ziren Hondarribian. Gertaeren ostean hainbatek, erreakzio gisa, proposamena atzera botatzea erabakit",mandos,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-29 - Egunkaria.pdf,"eragotzi gizon eta emakumeen artean. Bi hilabete geroago, iskanbilak errepikatu Mandoek ez dute adierazi zein jokabide izango duten alkatearen ziren Hondarribian. Gertaeren ostean hainbatek, erreakzio gisa, proposamena atzera botatzea erabakitzen badute, eta Alarde esan zuen arazoa konpondu egin behar zela hurrengo urtean alternatibo baten zurrumurrua ere zabaldu da. (aurten) gauza bera berriz ez gertatzeko, baina Irungo Alardearen Bitartean, emakumeak Alardean desfilatu ahal izateko prestatu"
Egunkaria,1997-06-29,8:00: San Pedroko diana.,musica,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-29 - Egunkaria.pdf,"no gehiago Moskuko edozein Egitaraua txosnatako barran, plastikozko 8:00: San Pedroko diana. edalontziari eutsita harrapatu 8:00: Dultzaineroen diana. dute festek, Sanmartzialek! 9:00: Afizionatueh Aurten ere, iaz eta urtero"
Egunkaria,1997-06-29,udaran ñire amaren baserrira biltzen al zen San Martzial,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-29 - Egunkaria.pdf,"auzoan bizi izan zen gaztaroan, ■ Errenteriatik eta arrazoi horregatik txikitan jende asko hur- udaran ñire amaren baserrira biltzen al zen San Martzial eramaten ninduten. Hori dela eta jaietara?"
Egunkaria,1997-06-29,Alardea halakoa. Urteroko topa- rriada. Irundarrek jaia ñola sen- irundarren sentimendu berezko Nahi,ritual,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-06-29 - Egunkaria.pdf,"genituen noizean behin. Hamai- re hori bertakoek bakarrik dute. ketakoa nolakoa, arratsaldeko Jaia oso hunkigarria eta ikusga- Alardea halakoa. Urteroko topa- rriada. Irundarrek jaia ñola sen- irundarren sentimendu berezko Nahiz eta ermitara tzat garrantzitsuak diren hiri gutxi igo, titzen duten ikustea eta berezi hori da. gune hori oso garrantzitsua da gustoko dut, handik badia begiratzea gusta- honi eta bertako herritarrei."
Egunkaria,1997-07-01,San Martzial jaietan bi alarde egin ziren,"companias, ritual",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-01 - Egunkaria.pdf,"derdi bakarra, EAJ, PSE-EE, HB, bertan behera utzi zuen arren, Irungo Formazioko hiru kide zaurituta eraman jendetsua egin zuten bidé alternatibo San Martzial jaietan bi alarde egin ziren lU, EA eta UAk alde bozkatu bai- batetik eta alkateak emandako bandera atzo: alde batetik, emakumeen formazio- zituzten ospitalera. Bidasoaldeko Ema-"
Egunkaria,1997-07-01,bi alarde izan ziren atzo Irunen,"mandos, suspensiones/cambios",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-01 - Egunkaria.pdf,"Alkateak suspentsioa agindu arren, bi alarde izan ziren atzo Irunen Irungo alkateak alardea ofizialki suspenditu zuen arren, bi alarde izan ziren atzo Irunen. Baimena lortu zuten emakumeek formazioa osatu zuten eta ibilbide tradizionalari lotu zitzaizkion. Baina konpainia guztiek, mando eta kantinera guztiekin eta gizon gehienekin, beste alarde bat egin zuten bidé berri batetik."
Egunkaria,1997-07-01,"zaharretik, egin zen alarde ofizia-",Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-01 - Egunkaria.pdf,"Ohiko lekutik, egin. Irungo alde «Hemen egoteko jantzia egon zaharretik, egin zen alarde ofizia- behar duzu!», esan zion bidean la, emakumeen formazioak osa- kapitain batek argazkilari bati. tutakoak. Istiluak irainak eta «Eta zuk beste bidé batean egon erasoak— izan ziren ibilbidearen behar duzu», erantzun zion parte batean, baina alarde tradi- argazkilariak. Udal baimena zionalaren aldeko gehienak beste behar izaten da jantzi ofizialare- bidean zeuden, kantinerak eta kin argazkiak egiteko, baina kon- konpainiak txalotzen, alarde painiek egindakoa ez zen atzo alternatiboan (edo tradizionale- udal araudiaren araberakoa,"
Egunkaria,1997-07-01,bidean —alarde alternatibora,ritual,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-01 - Egunkaria.pdf,painietatik bota egin zituzten gizonezkoak gehitu zitzaizkien Alkatearen jarrera anbiguoa • bidean —alarde alternatibora Bandera ofiziala EAJ alderdiko agertu eta hura ez zela bidezkoa José Antonio Etxeberria zinego- argudiatu ondoren bota egin bai- tziak eraman zuen tradizionalis-
Egunkaria,1997-07-01,Alarde ofizialaren ibilbidean zeu-,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-01 - Egunkaria.pdf,rengana emakumeen formazioa istiluak emakumeen desfilean • besterik ez zela iritsi ikusirik sus- Alarde ofizialaren ibilbidean zeu- penditu zuen ofizialki alardea den gehienak emakumeak Alberto Buen alkateak. Emaku-
Egunkaria,1997-07-01,lehen. San Martzial aldapan gora,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-01 - Egunkaria.pdf,"onartu alkatearen erabakia. bota zizkieten arrankada baino Udalbatzarreko bi kide, lUko bi lehen. San Martzial aldapan gora zinegotzi, ohi bezala jantzirik, ere jasan behar izan zituzten Udalaren domina bularrean,"
El Pais - Irún boictotea a las mujeres soldado y las de a solas en el desfile festivo del Alarde Sociedad EL PAÍS,1997-07-01,solas en el desfile festivo del Alarde,companias,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-01 - El Pais - Irún boictotea a las mujeres soldado y las de a solas en el desfile festivo del Alarde Sociedad EL PAÍS.pdf,Irún boictotea a las mujeres soldado y las de a solas en el desfile festivo del Alarde Las 20 compañías formadas sólo por hombres realizaron un recorrido alternativo
El Pais - Irún boictotea a las mujeres soldado y las de a solas en el desfile festivo del Alarde Sociedad EL PAÍS,1997-07-01,MARIBEL MARÍN YARZA,"mandos, companias, suspensiones/cambios",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-01 - El Pais - Irún boictotea a las mujeres soldado y las de a solas en el desfile festivo del Alarde Sociedad EL PAÍS.pdf,"Las 20 compañías de hombres que participan tradicionalmente en el Alarde de San Marcial de Irún (Guipúzcoa), no aceptaron marchar armados junto a una formación integrada por mujeres, pese a que un auto judicial del Tiribunal Superior de Justicia del País Vasco les obligaba a hacerlo. Organizaron un Alarde alternativo que partió a la misma hora pero de distinto lugar y realizaron un recorrido diferente al habitual que, sin embargo, fue el más festejado por el público. Al desfile oficial sólo acudió la compañía mixta -unas 300 personas-, que además de soportar insultos, abucheos e incluso agresiones físicas que causaron tres heridos leves, vio "
El Pais - Irún boictotea a las mujeres soldado y las de a solas en el desfile festivo del Alarde Sociedad EL PAÍS,1997-07-01,"compañías decidieran, hace dos días, acatar él auto del tribunal y aceptar","cantineras, mandos, musica, companias, ritual, suspensiones/cambios",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-01 - El Pais - Irún boictotea a las mujeres soldado y las de a solas en el desfile festivo del Alarde Sociedad EL PAÍS.pdf,"militares que recorrieron las calles de la localidad fronteriza para conmemorar la muestra de Armas y Revistas de Gentes de 1512.Fue una solución inesperada, después de que el, alcalde y 15 mandos de las compañías decidieran, hace dos días, acatar él auto del tribunal y aceptar desfilar con las mujeres. El Alarde tradicional, en el que participan 8.000 soldados y 19 cantineras, transcurrió con absoluta normalidad y reunió a una abrumadora mayoría de la ,población. Pífanos y tambores amenizaron el recorrido de las compañías de artillería, infantería, caballería y hacheros, que efectuaron, como si no hubiera nada anormal, fuertes descargas al a"
El Pais - Irún boictotea a las mujeres soldado y las de a solas en el desfile festivo del Alarde Sociedad EL PAÍS,1997-07-01,"Pidieron la dimisión del alcalde, que, pese a suspender el Alarde, subió a la","ritual, suspensiones/cambios",Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-01 - El Pais - Irún boictotea a las mujeres soldado y las de a solas en el desfile festivo del Alarde Sociedad EL PAÍS.pdf,"reunieron en un lugar previamente no autorizado"". Pidieron la dimisión del alcalde, que, pese a suspender el Alarde, subió a la misa de campaña en el monte de San Marcial en la que sólo participaron partidarios del Alarde tradicional. Delegó además en José Antonio Etxeberria, concejal del PNV, la responsabilidad de portar la bandera de la ciudad durante el cumplimiento del voto, después de habérselo negado a las mujeres."
Egunkaria,1997-07-02,"tez, azkenean alarde alterna-",Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-02 - Egunkaria.pdf,"higuingarria» izan déla. Talde abertzaleak, bidé ba- an euskarak bizi duen egoera tez, azkenean alarde alterna- txarra salatu zuten. Euskaldún- tiboan parte hartu zuten bu- tze"
Egunkaria,1997-07-02,tako San Martzial festak direla,Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-02 - Egunkaria.pdf,"txeko balkoitik botako dituzte bertsoak Altzako auzoan, ber- tako San Martzial festak direla eta. Bertso emanaldia bikoitza"
Egunkaria,1997-07-02,"ra, bertako San Martzial jaien",Alarde,Referencia localizada por barrido textual,/home/gaizka/Alarde/Revistas y periodicos/1997/1997-07-02 - Egunkaria.pdf,"pilotalekuan joko du gaueko 22:30etatik aurre- ra, bertako San Martzial jaien Esl Aurtengo udan etengabe barman. entzuten ari gara Alaitz eta"
