Documento,Publicacion,Fecha / numero,Caracteres extraidos,Estado de texto,Pasajes localizados
/home/gaizka/Alarde/Revistas y periodicos/1954/1954-07-01 - El Diario Vasco.pdf,El Diario Vasco,1954-07-01,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1954/1954-07-01 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1954-07-01,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1954/1954-07-01 - Unidad - Cronica de Irun.pdf,Unidad - Cronica de Irun,1954-07-01,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1955/1955 - El Bidasoa Mexicano - BM 1955.pdf,El Bidasoa Mexicano - BM 1955,1955,22,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1955/1955-06-28 - El Bidasoa.pdf,El Bidasoa,1955-06-28,120,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1955/1955-06-30 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1955-06-30,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1955/1955-06-30 - El Diario Vasco.pdf,El Diario Vasco,1955-06-30,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1955/1955-06-30 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1955-06-30,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1955/1955-06-30 - Unidad - Cronica de Irun.pdf,Unidad - Cronica de Irun,1955-06-30,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1955/1955-07-01 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1955-07-01,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1955/1955-07-01 - El Diario Vasco.pdf,El Diario Vasco,1955-07-01,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1955/1955-07-01 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1955-07-01,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1955/1955-07-01 - Unidad - Cronica de Irun.pdf,Unidad - Cronica de Irun,1955-07-01,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1956/1956 - El Bidasoa Mexicano - BM 1956.pdf,El Bidasoa Mexicano - BM 1956,1956,22,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1956/1956-06-28 - El Bidasoa.pdf,El Bidasoa,1956-06-28,136,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1956/1956-06-29 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1956-06-29,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1956/1956-06-29 - Unidad - Cronica de Irun.pdf,Unidad - Cronica de Irun,1956-06-29,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1956/1956-06-30 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1956-06-30,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1956/1956-06-30 - Unidad - Cronica de Irun.pdf,Unidad - Cronica de Irun,1956-06-30,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1956/1956-07-01 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1956-07-01,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1956/1956-09-29 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1956-09-29,4,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1957/1957 - El Bidasoa Mexicano - BM 1957.pdf,El Bidasoa Mexicano - BM 1957,1957,28,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1957/1957-06-28 - El Bidasoa.pdf,El Bidasoa,1957-06-28,132,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1957/1957-06-29 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1957-06-29,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1957/1957-06-29 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1957-06-29,5,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1957/1957-06-29 - Unidad - Cronica de Irun.pdf,Unidad - Cronica de Irun,1957-06-29,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1957/1957-06-30 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1957-06-30,2,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1957/1957-06-30 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1957-06-30,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1957/1957-07-02 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1957-07-02,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1957/1957-07-02 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1957-07-02,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1957/1957-07-02 - Unidad - Cronica de Irun.pdf,Unidad - Cronica de Irun,1957-07-02,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1958/1958 - El Bidasoa Mexicano - BM 1958.pdf,El Bidasoa Mexicano - BM 1958,1958,36,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1958/1958-06-28 - El Bidasoa.pdf,El Bidasoa,1958-06-28,138,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1958/1958-06-29 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1958-06-29,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1958/1958-06-29 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1958-06-29,6,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1958/1958-06-30 - Unidad - Cronica de Irun.pdf,Unidad - Cronica de Irun,1958-06-30,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1958/1958-07-01 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1958-07-01,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1958/1958-07-01 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1958-07-01,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1958/1958-07-01 - Unidad - Cronica de Irun.pdf,Unidad - Cronica de Irun,1958-07-01,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1959/1959 - El Bidasoa Mexicano - BM 1959.pdf,El Bidasoa Mexicano - BM 1959,1959,26,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1959/1959-06-28 - El Bidasoa.pdf,El Bidasoa,1959-06-28,146,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1959/1959-06-29 - Unidad.pdf,Unidad,1959-06-29,54275,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1959/1959-06-30 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1959-06-30,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1959/1959-06-30 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1959-06-30,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1959/1959-06-30 - Unidad.pdf,Unidad,1959-06-30,86382,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1959/1959-07-01 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1959-07-01,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1959/1959-07-01 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1959-07-01,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1959/1959-07-01 - Unidad - Cronica de Irun.pdf,Unidad - Cronica de Irun,1959-07-01,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1960/1960 - El Bidasoa Mexicano - BM 1960.pdf,El Bidasoa Mexicano - BM 1960,1960,34,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1960/1960-06-28 - El Bidasoa.pdf,El Bidasoa,1960-06-28,163,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1960/1960-06-29 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1960-06-29,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1960/1960-06-29 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1960-06-29,2,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1960/1960-06-30 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1960-06-30,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1960/1960-06-30 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1960-06-30,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1960/1960-06-30 - Unidad - Cronica de Irun.pdf,Unidad - Cronica de Irun,1960-06-30,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1960/1960-07-01 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1960-07-01,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1960/1960-07-01 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1960-07-01,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1960/1960-07-01 - Unidad - Cronica de Irun.pdf,Unidad - Cronica de Irun,1960-07-01,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1961/1961 - El Bidasoa Mexicano - BM 1961.pdf,El Bidasoa Mexicano - BM 1961,1961,34,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1961/1961-06-28 - El Bidasoa.pdf,El Bidasoa,1961-06-28,116724,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1961/1961-06-29 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1961-06-29,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1961/1961-06-29 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1961-06-29,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1961/1961-06-30 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1961-06-30,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1961/1961-06-30 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1961-06-30,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1961/1961-07-01 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1961-07-01,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1961/1961-07-01 - La Voz de España - Cronica de Irun.pdf,La Voz de España - Cronica de Irun,1961-07-01,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1963/1963-06-28 - El Bidasoa.pdf,El Bidasoa,1963-06-28,56,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1964/1964-06-28 - El Bidasoa.pdf,El Bidasoa,1964-06-28,60,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1965/1965-06-28 - El Bidasoa.pdf,El Bidasoa,1965-06-28,76,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1966/1966-06-28 - El Bidasoa.pdf,El Bidasoa,1966-06-28,80,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1967/1967-06-01 - El Bidasoa.pdf,El Bidasoa,1967-06-01,537902,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1967/1967-06-04 - El Bidasoa.pdf,El Bidasoa,1967-06-04,136976,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1967/1967-06-11 - El Bidasoa.pdf,El Bidasoa,1967-06-11,118428,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1967/1967-06-18 - El Bidasoa.pdf,El Bidasoa,1967-06-18,96613,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1967/1967-06-25 - El Bidasoa.pdf,El Bidasoa,1967-06-25,91570,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1967/1967-06-28 - El Bidasoa.pdf,El Bidasoa,1967-06-28,92,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1967/1967-07-09 - El Bidasoa.pdf,El Bidasoa,1967-07-09,110575,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1967/1967-07-16 - El Bidasoa.pdf,El Bidasoa,1967-07-16,115752,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1971/1971-06-25 - La voz de España.pdf,La voz de España,1971-06-25,44,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1975/1975-06-29 - La Voz de España.pdf,La Voz de España,1975-06-29,48,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1975/1975-07-01 - La Voz de España.pdf,La Voz de España,1975-07-01,32,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1975/1975-07-01 - Unidad.pdf,Unidad,1975-07-01,18,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1976/1976-06-30 - Unidad.pdf,Unidad,1976-06-30,14,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1976/1976-07-01 - La voz de España.pdf,La voz de España,1976-07-01,36,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1976/1976-07-01 - Unidad.pdf,Unidad,1976-07-01,14,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1976/1976-07-02 - Unidad.pdf,Unidad,1976-07-02,14,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1976/1976-07-03 - La voz de España.pdf,La voz de España,1976-07-03,36,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1976/1976-07-04 - La voz de España.pdf,La voz de España,1976-07-04,44,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1976/1976-07-07 - Unidad.pdf,Unidad,1976-07-07,16,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1976/1976-07-16 - Unidad.pdf,Unidad,1976-07-16,14,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1976/1976-07-21 - La voz de España.pdf,La voz de España,1976-07-21,40,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1978/1978-04-16 - Uranzu.pdf,Uranzu,1978-04-16,117616,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1978/1978-05-16 - Uranzu.pdf,Uranzu,1978-05-16,130971,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1978/1978-06-01 - Uranzu.pdf,Uranzu,1978-06-01,139087,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1978/1978-06-30 - Uranzu.pdf,Uranzu,1978-06-30,395654,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1979/1979-06-28 - Deia.pdf,Deia,1979-06-28,7,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1979/1979-06-28 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1979-06-28,3,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1979/1979-06-29 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1979-06-29,4,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1979/1979-06-30 - Deia - Cronica de Irun.pdf,Deia - Cronica de Irun,1979-06-30,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1979/1979-06-30 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1979-06-30,4,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1979/1979-07-01 - Deia - Cronica de Irun.pdf,Deia - Cronica de Irun,1979-07-01,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1979/1979-07-01 - Egin - Cronica de Irun.pdf,Egin - Cronica de Irun,1979-07-01,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1979/1979-07-01 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1979-07-01,4,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1979/1979-09-29 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1979-09-29,15,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1980/1980-06-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1980-06-01,266851,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1980/1980-06-28 - Deia.pdf,Deia,1980-06-28,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1980/1980-06-29 - Deia - Cronica de Irun.pdf,Deia - Cronica de Irun,1980-06-29,12,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1980/1980-06-29 - Egin - Cronica de Irun.pdf,Egin - Cronica de Irun,1980-06-29,8,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1980/1980-07-01 - Deia - Cronica de Irun.pdf,Deia - Cronica de Irun,1980-07-01,2,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1980/1980-09-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1980-09-01,412225,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1980/1980-12-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1980-12-01,346938,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1981/1981-06-28 - Deia.pdf,Deia,1981-06-28,2,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1981/1981-06-28 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1981-06-28,5,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1981/1981-06-30 - Deia - Cronica de Irun.pdf,Deia - Cronica de Irun,1981-06-30,2,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1981/1981-06-30 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1981-06-30,3,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1981/1981-07-01 - Deia - Cronica de Irun.pdf,Deia - Cronica de Irun,1981-07-01,3,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1981/1981-07-01 - Egin - Cronica de Irun.pdf,Egin - Cronica de Irun,1981-07-01,1,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1981/1981-07-01 - El Diario Vasco - Cronica de Irun.pdf,El Diario Vasco - Cronica de Irun,1981-07-01,5,sin texto suficiente,0
/home/gaizka/Alarde/Revistas y periodicos/1983/1983-06-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1983-06-01,429449,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1983/1983-09-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1983-09-01,531332,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1983/1983-12-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1983-12-01,571511,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1984/1984-03-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1984-03-01,505274,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1984/1984-06-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1984-06-01,500566,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1984/1984-09-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1984-09-01,473028,texto extraido,3
/home/gaizka/Alarde/Revistas y periodicos/1984/1984-12-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1984-12-01,412410,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1985/1985-03-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1985-03-01,469737,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1985/1985-06-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1985-06-01,485626,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1985/1985-09-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1985-09-01,397337,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1985/1985-12-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1985-12-01,428733,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1986/1986-03-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1986-03-01,373378,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1986/1986-06-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1986-06-01,474576,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1986/1986-09-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1986-09-01,372291,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1986/1986-12-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1986-12-01,370325,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1987/1987-03-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1987-03-01,371136,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1987/1987-06-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1987-06-01,434748,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1987/1987-08-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1987-08-01,135631,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1987/1987-09-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1987-09-01,362721,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1987/1987-12-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1987-12-01,424477,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1988/1988-01-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1988-01-01,184718,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1988/1988-02-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1988-02-01,325588,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1988/1988-03-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1988-03-01,231202,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1988/1988-04-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1988-04-01,225711,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1988/1988-06-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1988-06-01,377183,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1988/1988-11-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1988-11-01,248079,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1988/1988-12-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1988-12-01,291676,texto extraido,2
/home/gaizka/Alarde/Revistas y periodicos/1989/1989 - El Irunés - Año 1 - Numero 1.pdf,El Irunés - Año 1 - Numero 1,1989,392286,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1989/1989 - El Irunés - Año 1 - Numero 2.pdf,El Irunés - Año 1 - Numero 2,1989,436604,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1989/1989 - El Irunés - Año 1 - Numero 3.pdf,El Irunés - Año 1 - Numero 3,1989,314917,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1989/1989 - El Irunés - Año 1 - Numero 4.pdf,El Irunés - Año 1 - Numero 4,1989,349199,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1989/1989 - El Irunés - Año 1 - Numero 5.pdf,El Irunés - Año 1 - Numero 5,1989,322667,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1989/1989-03-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1989-03-01,277634,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1989/1989-06-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1989-06-01,344595,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1989/1989-06-15 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1989-06-15,250984,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1989/1989-09-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1989-09-01,304029,texto extraido,7
/home/gaizka/Alarde/Revistas y periodicos/1989/1989-12-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1989-12-01,383275,texto extraido,3
/home/gaizka/Alarde/Revistas y periodicos/1990/1990 - El Irunés - Año 2 - Numero 6.pdf,El Irunés - Año 2 - Numero 6,1990,396512,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1990/1990 - El Irunés - Año 2 - Numero 7.pdf,El Irunés - Año 2 - Numero 7,1990,396337,texto extraido,6
/home/gaizka/Alarde/Revistas y periodicos/1990/1990 - El Irunés - Año 2 - Numero 8.pdf,El Irunés - Año 2 - Numero 8,1990,374940,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1990/1990 - El Irunés - Año 2 - Numero 9.pdf,El Irunés - Año 2 - Numero 9,1990,382560,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1990/1990-06-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1990-06-01,285611,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1990/1990-09-01 - Bidasoan - PH IRUN 0002.pdf,Bidasoan - PH IRUN 0002,1990-09-01,224838,texto extraido,8
/home/gaizka/Alarde/Revistas y periodicos/1991/1991 - El Irunés - Año 3 - Numero 10.pdf,El Irunés - Año 3 - Numero 10,1991,387556,texto extraido,4
/home/gaizka/Alarde/Revistas y periodicos/1991/1991 - El Irunés - Año 3 - Numero 11.pdf,El Irunés - Año 3 - Numero 11,1991,439917,texto extraido,3
/home/gaizka/Alarde/Revistas y periodicos/1991/1991 - El Irunés - Año 3 - Numero 12.pdf,El Irunés - Año 3 - Numero 12,1991,430791,texto extraido,5
/home/gaizka/Alarde/Revistas y periodicos/1991/1991 - El Irunés - Año 3 - Numero 13.pdf,El Irunés - Año 3 - Numero 13,1991,296393,texto extraido,3
